pdv_id,regiao,uf,municipio,tipo_estabelecimento,tier_historico,volume_q4_2024_hl,volume_q4_2025_hl,delta_volume_yoy_pct,share_ardor_pct,gasto_posm_trim_brl,visitas_promotor_mes,posm_instalado_cod,nps_dono_q4_2024,nps_dono_q4_2025,meses_no_programa,concorrentes_premium_no_pdv,evento_ativacional_2025
PDV-00405,Sudeste,MG,Juiz de Fora,rooftop,C,9.6,10.1,5.2,3.0,743.0,4,MES,55,57,47,2,1
PDV-01532,Sudeste,MG,Uberlândia,rooftop,B,39.2,31.8,-18.9,31.2,1275.0,4,BAL|FRZ|KVI|LUM,52,55,47,2,0
PDV-03122,Centro-Oeste,GO,Goiânia,pub,A,109.4,86.1,-21.3,23.3,2306.0,6,BAL|CHP|FRZ|LUM|MES,68,39,47,2,1
PDV-00808,Sudeste,RJ,Niterói,bar premium,A,115.8,113.7,-1.8,17.0,2098.0,4,BAL|CHP|KVI|LUM|MES,70,62,47,0,1
PDV-01422,Sudeste,SP,São José dos Campos,restaurante,A,106.9,93.7,-12.3,25.9,2301.0,5,CHP|KVI|MES,52,53,46,1,0
PDV-00991,Sudeste,RJ,Niterói,restaurante,A,183.7,171.8,-6.5,25.3,2598.0,6,BAL|CHP|FRZ|LUM|MES,46,32,25,2,0
PDV-00246,Sudeste,SP,Ribeirão Preto,rooftop,C,21.3,18.0,-15.5,11.0,684.0,4,CHP,55,48,29,1,0
PDV-00412,Sudeste,SP,Campinas,bar premium,B,46.3,45.2,-2.4,26.8,1341.0,4,FRZ|LUM|MES,63,47,47,1,0
PDV-03022,Centro-Oeste,DF,Brasília,restaurante,B,34.0,29.3,-13.8,20.3,1087.0,2,BAL|KVI,68,52,47,1,0
PDV-03054,Centro-Oeste,MS,Campo Grande,restaurante,C,18.0,9.6,-46.7,8.4,704.0,4,CHP|FRZ|MES,55,43,47,3,0
PDV-01612,Sudeste,SP,Santos,rooftop,A,88.6,46.8,-47.2,35.3,1904.0,4,BAL|CHP|FRZ|MES,61,40,18,5,0
PDV-01714,Sudeste,SP,São Paulo,choperia,B,43.8,39.2,-10.5,25.2,1437.0,3,BAL|FRZ|MES,55,47,47,0,0
PDV-00374,Sudeste,SP,Ribeirão Preto,bar premium,C,20.8,19.3,-7.2,33.3,625.0,3,BAL|FRZ|MES,69,45,47,1,1
PDV-00717,Sudeste,SP,São José dos Campos,bar premium,C,10.8,10.1,-6.5,20.3,646.0,2,BAL|KVI,53,44,47,0,1
PDV-02407,Sul,PR,Maringá,rooftop,A,160.5,113.4,-29.3,31.7,2267.0,6,BAL|CHP|FRZ|KVI|LUM|MES,76,65,47,5,1
PDV-02137,Sul,PR,Londrina,pub,C,6.5,3.9,-40.0,14.2,757.0,4,BAL|CHP,65,33,11,4,0
PDV-00442,Sudeste,SP,Campinas,bar premium,B,64.5,66.6,3.3,31.0,1233.0,4,BAL|FRZ|KVI|MES,59,46,47,1,1
PDV-00271,Sudeste,SP,Ribeirão Preto,pub,B,27.7,28.4,2.5,29.9,1280.0,4,BAL|CHP|MES,71,56,47,1,0
PDV-02621,Sul,RS,Caxias do Sul,pub,C,10.7,9.9,-7.5,4.9,654.0,3,CHP,50,47,34,1,0
PDV-02301,Sul,RS,Porto Alegre,gastrobar,C,7.6,7.6,0.0,10.0,751.0,4,LUM,61,43,36,1,0
PDV-02412,Sul,SC,Joinville,bar premium,A,92.0,47.8,-48.0,32.2,2159.0,7,BAL|CHP|FRZ|KVI|LUM|MES,59,39,31,5,1
PDV-02362,Sul,RS,Porto Alegre,restaurante,C,12.9,12.0,-7.0,24.7,592.0,2,CHP,80,72,47,1,0
PDV-00772,Sudeste,MG,Belo Horizonte,rooftop,B,37.2,25.9,-30.4,22.1,1283.0,6,BAL|KVI|LUM|MES,72,54,46,3,0
PDV-03536,Nordeste,CE,Juazeiro do Norte,restaurante,C,6.3,7.5,19.0,18.9,717.0,2,MES,73,71,40,0,0
PDV-00532,Sudeste,SP,Ribeirão Preto,bar premium,A,59.8,47.4,-20.7,35.2,2730.0,6,BAL|FRZ|KVI,54,38,47,2,1
PDV-01932,Sudeste,SP,Santos,bar premium,A,87.4,69.7,-20.3,21.5,2614.0,7,BAL|KVI|LUM|MES,55,43,47,2,0
PDV-00895,Sudeste,MG,Uberlândia,gastrobar,B,21.0,20.3,-3.3,27.2,1325.0,3,BAL|FRZ|KVI|MES,69,68,33,1,1
PDV-03181,Centro-Oeste,MT,Cuiabá,gastrobar,B,52.8,28.4,-46.2,24.2,1275.0,3,BAL|KVI|LUM|MES,67,54,47,4,0
PDV-03704,Nordeste,BA,Salvador,gastrobar,B,47.2,53.8,14.0,22.7,1294.0,5,BAL|MES,61,51,36,0,0
PDV-02752,Sul,SC,Joinville,bar premium,B,14.9,10.9,-26.8,13.6,1180.0,3,BAL|CHP|KVI|MES,68,64,25,3,0
PDV-01876,Sudeste,MG,Uberlândia,restaurante,A,134.7,104.6,-22.3,37.4,2097.0,5,CHP|FRZ|LUM,59,41,47,0,1
PDV-03011,Centro-Oeste,MS,Campo Grande,gastrobar,C,15.0,8.0,-46.7,7.7,790.0,3,BAL|FRZ,58,49,47,3,1
PDV-03389,Centro-Oeste,GO,Goiânia,bar premium,B,19.0,18.1,-4.7,16.6,1260.0,4,BAL|CHP|FRZ,35,20,11,1,0
PDV-00581,Sudeste,SP,São Paulo,bar premium,B,34.5,21.5,-37.7,26.3,1470.0,3,BAL|KVI|LUM|MES,59,47,47,4,1
PDV-01556,Sudeste,MG,Uberlândia,gastrobar,A,159.2,136.1,-14.5,34.8,2399.0,5,BAL|CHP|FRZ|KVI|LUM|MES,50,51,35,1,1
PDV-02029,Sul,PR,Londrina,restaurante,B,36.0,35.6,-1.1,9.3,1366.0,5,BAL|CHP|KVI,60,46,47,2,0
PDV-01800,Sudeste,SP,Santos,bar premium,A,130.3,68.3,-47.6,26.6,2481.0,5,BAL|CHP|LUM|MES,57,50,12,5,1
PDV-03813,Nordeste,PE,Olinda,bar premium,C,7.5,9.1,21.3,13.5,800.0,3,BAL|CHP,52,49,47,1,0
PDV-03570,Nordeste,BA,Salvador,bar premium,B,23.5,26.9,14.5,27.2,1339.0,3,BAL|FRZ|MES,66,78,47,0,0
PDV-03062,Centro-Oeste,DF,Brasília,gastrobar,B,34.5,32.8,-4.9,6.4,1622.0,5,CHP|FRZ|KVI,63,48,7,1,1
PDV-02363,Sul,RS,Pelotas,pub,A,146.8,92.7,-36.9,24.5,2897.0,5,BAL|CHP|FRZ|LUM,61,45,47,3,0
PDV-02644,Sul,RS,Porto Alegre,choperia,C,11.5,11.2,-2.6,20.4,527.0,1,BAL,53,61,44,0,0
PDV-00044,Sudeste,MG,Uberlândia,bar premium,C,7.5,6.8,-9.3,6.4,688.0,5,BAL|LUM|MES,27,13,47,1,0
PDV-03313,Centro-Oeste,MS,Campo Grande,bar premium,B,30.1,16.1,-46.5,22.9,1356.0,3,BAL|FRZ|KVI|LUM,75,75,47,3,0
PDV-00403,Sudeste,SP,Ribeirão Preto,gastrobar,C,10.7,8.7,-18.7,19.7,685.0,3,FRZ|KVI|LUM,62,52,47,2,0
PDV-02304,Sul,PR,Maringá,bar premium,B,48.3,34.8,-28.0,21.2,1161.0,3,FRZ|LUM,65,53,47,3,1
PDV-01491,Sudeste,MG,Belo Horizonte,gastrobar,A,42.1,37.2,-11.6,28.2,2414.0,6,BAL|FRZ|KVI|MES,77,64,38,1,0
PDV-01629,Sudeste,SP,São José dos Campos,bar premium,A,174.2,142.6,-18.1,36.7,2188.0,5,BAL|CHP|FRZ|KVI|MES,44,18,47,2,0
PDV-03005,Centro-Oeste,MT,Cuiabá,bar premium,C,11.4,10.4,-8.8,20.9,700.0,4,CHP|KVI|LUM,47,40,47,0,0
PDV-01377,Sudeste,SP,São José dos Campos,pub,A,223.9,190.2,-15.1,24.9,2372.0,6,BAL|CHP|FRZ|KVI|MES,70,62,47,0,0
PDV-02145,Sul,PR,Maringá,bar premium,C,8.7,8.7,0.0,17.9,605.0,4,KVI,63,63,26,1,1
PDV-00283,Sudeste,SP,São José dos Campos,gastrobar,C,11.7,9.9,-15.4,13.9,679.0,3,BAL|KVI,59,40,15,1,1
PDV-02755,Sul,SC,Florianópolis,choperia,C,6.5,6.3,-3.1,14.3,668.0,4,BAL|CHP|MES,78,75,36,1,0
PDV-03842,Nordeste,BA,Salvador,bar premium,B,34.1,36.7,7.6,19.1,1123.0,5,BAL|CHP|FRZ|LUM,76,67,47,1,0
PDV-01107,Sudeste,SP,São Paulo,bar premium,B,75.5,72.3,-4.2,27.2,1050.0,5,BAL|FRZ|KVI|MES,52,52,47,1,1
PDV-03532,Nordeste,BA,Salvador,gastrobar,C,6.4,7.8,21.9,16.9,748.0,3,CHP|LUM,85,75,47,0,1
PDV-03043,Centro-Oeste,DF,Brasília,choperia,B,22.8,14.1,-38.2,25.8,1443.0,4,BAL|KVI|LUM,71,59,47,4,0
PDV-01666,Sudeste,RJ,Petrópolis,bar premium,C,5.3,2.9,-45.3,13.8,813.0,2,BAL|FRZ|KVI,68,53,47,5,1
PDV-00413,Sudeste,SP,São José dos Campos,pub,B,40.4,40.1,-0.7,19.0,1049.0,4,BAL|KVI|LUM|MES,65,51,47,0,0
PDV-02854,Centro-Oeste,GO,Goiânia,restaurante,B,27.5,24.9,-9.5,22.1,1078.0,5,BAL|CHP|KVI|LUM,58,44,47,0,0
PDV-03047,Centro-Oeste,GO,Anápolis,rooftop,B,55.9,47.7,-14.7,22.0,1399.0,3,CHP|FRZ|LUM,55,37,47,2,0
PDV-03460,Nordeste,BA,Salvador,rooftop,A,66.3,74.6,12.5,18.9,2714.0,8,CHP|KVI|LUM|MES,55,38,47,0,1
PDV-01758,Sudeste,RJ,Niterói,choperia,B,34.1,35.8,5.0,16.6,973.0,5,KVI|MES,60,55,47,1,1
PDV-02823,Sul,RS,Porto Alegre,bar premium,C,20.1,21.9,9.0,13.9,899.0,3,LUM,62,59,18,0,1
PDV-01920,Sudeste,MG,Juiz de Fora,bar premium,C,7.1,5.9,-16.9,15.5,789.0,3,CHP|LUM|MES,64,49,47,2,0
PDV-02754,Sul,SC,Joinville,bar premium,B,23.9,26.2,9.6,19.1,1299.0,3,CHP|LUM,62,56,11,1,1
PDV-00137,Sudeste,RJ,Rio de Janeiro,gastrobar,C,33.3,29.3,-12.0,19.8,632.0,4,MES,59,58,47,1,0
PDV-02351,Sul,SC,Balneário Camboriú,rooftop,B,27.4,26.0,-5.1,16.8,1224.0,5,BAL|FRZ,74,68,20,0,0
PDV-00658,Sudeste,RJ,Rio de Janeiro,restaurante,C,22.6,20.7,-8.4,10.0,623.0,3,KVI|LUM,58,47,47,2,0
PDV-00386,Sudeste,SP,São Paulo,gastrobar,B,99.2,97.9,-1.3,14.3,1130.0,4,BAL|LUM|MES,73,64,47,0,0
PDV-00865,Sudeste,RJ,Niterói,pub,A,179.0,126.8,-29.2,31.8,2260.0,7,BAL|KVI|LUM|MES,61,44,47,3,1
PDV-02708,Sul,PR,Londrina,rooftop,B,55.6,59.0,6.1,10.0,1223.0,4,CHP|LUM,84,80,8,0,0
PDV-01136,Sudeste,SP,São José dos Campos,gastrobar,C,9.7,10.2,5.2,16.7,696.0,1,BAL|CHP|MES,82,83,23,1,0
PDV-02981,Centro-Oeste,DF,Brasília,gastrobar,C,16.7,15.4,-7.8,17.4,750.0,3,MES,64,60,47,1,1
PDV-02345,Sul,PR,Curitiba,bar premium,C,15.8,14.1,-10.8,12.7,730.0,4,BAL,56,48,47,1,0
PDV-00346,Sudeste,MG,Juiz de Fora,bar premium,C,17.4,15.1,-13.2,10.6,741.0,2,FRZ|KVI|MES,53,37,47,1,0
PDV-02915,Centro-Oeste,GO,Anápolis,choperia,C,14.9,14.0,-6.0,17.5,599.0,2,BAL|MES,61,47,47,0,0
PDV-02159,Sul,SC,Joinville,bar premium,C,17.3,16.4,-5.2,18.3,578.0,5,LUM|MES,58,44,47,0,0
PDV-01974,Sudeste,MG,Juiz de Fora,gastrobar,B,41.3,36.7,-11.1,28.8,1190.0,3,BAL|CHP|KVI|MES,54,48,47,0,0
PDV-03318,Centro-Oeste,DF,Brasília,choperia,C,7.2,7.1,-1.4,15.8,782.0,4,CHP,60,43,41,0,1
PDV-02809,Sul,RS,Pelotas,restaurante,A,76.6,66.5,-13.2,20.9,2267.0,7,CHP|FRZ|KVI|LUM|MES,68,55,10,2,0
PDV-02566,Sul,RS,Porto Alegre,pub,C,17.3,11.7,-32.4,18.0,637.0,5,CHP|KVI|MES,53,34,47,5,0
PDV-01369,Sudeste,SP,Ribeirão Preto,gastrobar,B,102.0,94.4,-7.5,20.1,1133.0,3,BAL|FRZ|LUM,70,55,47,1,1
PDV-00866,Sudeste,RJ,Niterói,bar premium,B,30.3,23.5,-22.4,15.5,1344.0,4,KVI|LUM,71,55,27,1,0
PDV-02901,Centro-Oeste,DF,Brasília,rooftop,B,53.9,47.9,-11.1,23.8,1342.0,4,CHP|FRZ|KVI|LUM,63,63,47,1,0
PDV-03422,Nordeste,PE,Caruaru,bar premium,C,2.7,2.9,7.4,6.0,587.0,3,BAL,71,62,47,0,0
PDV-02507,Sul,SC,Balneário Camboriú,gastrobar,C,28.1,18.9,-32.7,17.7,672.0,5,BAL|FRZ|KVI,53,32,47,4,0
PDV-01870,Sudeste,RJ,Rio de Janeiro,bar premium,C,16.2,14.5,-10.5,15.2,824.0,3,BAL|FRZ|KVI,67,61,33,1,1
PDV-00695,Sudeste,RJ,Petrópolis,pub,A,114.8,70.7,-38.4,29.2,2412.0,5,BAL|CHP|FRZ|LUM|MES,66,51,47,3,1
PDV-01535,Sudeste,RJ,Petrópolis,bar premium,A,129.9,123.1,-5.2,23.5,2308.0,6,CHP|FRZ|KVI|LUM|MES,62,51,47,2,1
PDV-01719,Sudeste,ES,Vila Velha,bar premium,C,10.9,9.0,-17.4,7.4,693.0,4,KVI,54,51,47,1,1
PDV-03340,Centro-Oeste,GO,Anápolis,bar premium,C,26.4,25.9,-1.9,21.0,857.0,3,KVI|LUM|MES,49,35,47,0,0
PDV-03623,Nordeste,RN,Natal,choperia,C,8.8,5.0,-43.2,15.6,781.0,4,BAL|CHP|KVI,59,41,47,4,0
PDV-01866,Sudeste,MG,Juiz de Fora,gastrobar,B,64.7,47.5,-26.6,24.4,1226.0,2,FRZ|LUM|MES,70,46,47,4,0
PDV-03393,Nordeste,PE,Olinda,gastrobar,B,17.9,22.2,24.0,16.0,1244.0,4,CHP|FRZ|KVI,64,58,47,0,1
PDV-00994,Sudeste,MG,Belo Horizonte,pub,A,111.7,106.3,-4.8,30.8,2323.0,7,CHP|KVI|MES,55,54,47,1,1
PDV-02514,Sul,RS,Porto Alegre,restaurante,B,55.8,52.5,-5.9,31.0,1411.0,4,BAL|MES,49,39,47,2,0
PDV-00351,Sudeste,SP,São José dos Campos,pub,C,15.8,8.5,-46.2,17.6,659.0,3,CHP|KVI,61,52,13,4,0
PDV-02597,Sul,RS,Pelotas,rooftop,A,62.8,66.9,6.5,28.5,2291.0,8,BAL|FRZ|KVI|LUM,88,82,47,1,0
PDV-01401,Sudeste,MG,Juiz de Fora,restaurante,B,37.3,34.5,-7.5,15.9,1060.0,4,CHP|LUM,67,54,10,0,0
PDV-00186,Sudeste,SP,Santos,choperia,B,28.3,25.9,-8.5,21.6,1419.0,4,BAL|MES,47,35,16,0,0
PDV-01150,Sudeste,SP,São Paulo,pub,C,16.5,10.5,-36.4,8.2,610.0,4,CHP|LUM,51,27,47,4,0
PDV-02324,Sul,SC,Balneário Camboriú,choperia,A,104.1,79.4,-23.7,40.5,2401.0,5,BAL|FRZ|KVI|LUM|MES,71,43,47,2,0
PDV-00747,Sudeste,ES,Vila Velha,bar premium,C,17.6,16.2,-8.0,15.9,748.0,3,LUM,70,58,47,0,0
PDV-00553,Sudeste,SP,Santos,choperia,A,93.8,89.5,-4.6,31.7,2429.0,7,BAL|CHP|FRZ|KVI|LUM|MES,84,75,47,0,1
PDV-01984,Sudeste,SP,São Paulo,bar premium,B,21.9,9.6,-56.2,24.1,1106.0,3,BAL|CHP|KVI,80,71,47,4,0
PDV-03008,Centro-Oeste,GO,Anápolis,restaurante,C,10.4,10.9,4.8,16.0,696.0,2,CHP,59,50,47,0,0
PDV-01281,Sudeste,MG,Juiz de Fora,bar premium,C,14.9,8.5,-43.0,7.9,575.0,4,CHP|FRZ,87,69,47,4,0
PDV-02960,Centro-Oeste,MS,Campo Grande,bar premium,C,15.4,7.6,-50.6,28.2,653.0,4,CHP|LUM,36,29,47,4,0
PDV-01072,Sudeste,RJ,Petrópolis,rooftop,C,8.1,7.0,-13.6,14.5,568.0,3,KVI|LUM,65,53,47,0,0
PDV-00940,Sudeste,SP,São José dos Campos,bar premium,B,37.0,27.8,-24.9,29.7,1443.0,4,LUM|MES,51,45,47,2,0
PDV-00635,Sudeste,SP,Campinas,rooftop,C,8.7,8.7,0.0,9.0,605.0,4,FRZ|KVI,58,56,37,1,0
PDV-00629,Sudeste,RJ,Rio de Janeiro,bar premium,B,22.8,21.8,-4.4,17.7,1277.0,4,FRZ|LUM|MES,63,52,47,2,0
PDV-00471,Sudeste,ES,Vitória,bar premium,C,16.6,15.1,-9.0,20.2,553.0,4,FRZ,74,69,39,0,0
PDV-03695,Nordeste,CE,Fortaleza,bar premium,C,12.5,15.0,20.0,14.0,635.0,3,LUM,51,45,45,0,0
PDV-03283,Centro-Oeste,GO,Goiânia,gastrobar,A,48.4,40.7,-15.9,31.1,2436.0,8,BAL|CHP|FRZ|KVI|LUM|MES,82,76,47,1,0
PDV-03240,Centro-Oeste,DF,Brasília,gastrobar,C,24.7,23.4,-5.3,22.5,481.0,2,FRZ|LUM,63,58,47,0,1
PDV-01255,Sudeste,SP,São Paulo,pub,C,13.4,10.8,-19.4,17.2,622.0,2,FRZ,45,47,42,1,1
PDV-00119,Sudeste,SP,Santos,gastrobar,C,11.5,8.9,-22.6,26.4,816.0,3,BAL|FRZ|KVI,52,48,47,3,0
PDV-02087,Sul,RS,Pelotas,pub,A,212.7,178.1,-16.3,34.7,2442.0,7,BAL|CHP|FRZ|KVI|LUM|MES,67,44,47,2,0
PDV-01105,Sudeste,RJ,Niterói,gastrobar,A,94.0,54.9,-41.6,32.4,2254.0,4,BAL|CHP|FRZ|KVI|LUM,68,60,47,3,1
PDV-00731,Sudeste,SP,Santos,bar premium,C,16.0,12.3,-23.1,22.4,659.0,3,CHP,78,58,47,3,0
PDV-02832,Sul,RS,Porto Alegre,bar premium,A,103.3,98.9,-4.3,26.2,2707.0,7,CHP|FRZ|KVI|LUM|MES,59,48,16,1,1
PDV-02751,Sul,RS,Caxias do Sul,gastrobar,A,79.2,69.3,-12.5,26.6,2415.0,6,CHP|FRZ|KVI|MES,76,56,47,1,0
PDV-03563,Nordeste,CE,Fortaleza,rooftop,A,87.1,91.7,5.3,31.4,2323.0,7,BAL|CHP|KVI|LUM|MES,47,37,47,2,0
PDV-03171,Centro-Oeste,GO,Anápolis,choperia,C,30.6,26.2,-14.4,18.8,769.0,3,KVI|MES,54,38,36,1,0
PDV-02539,Sul,RS,Porto Alegre,bar premium,C,8.3,7.9,-4.8,12.1,601.0,3,BAL|LUM|MES,64,60,47,1,0
PDV-01555,Sudeste,RJ,Rio de Janeiro,bar premium,A,42.2,36.6,-13.3,27.3,2568.0,6,BAL|CHP|KVI|LUM|MES,72,58,47,1,0
PDV-00511,Sudeste,RJ,Rio de Janeiro,pub,A,82.6,77.7,-5.9,39.3,1644.0,6,BAL|CHP|FRZ|KVI|LUM|MES,58,39,47,1,1
PDV-00700,Sudeste,SP,Santos,gastrobar,A,381.4,268.8,-29.5,25.7,2814.0,5,BAL|FRZ|LUM|MES,36,21,8,2,0
PDV-02163,Sul,RS,Pelotas,bar premium,B,21.5,21.4,-0.5,21.4,1194.0,5,BAL|FRZ|MES,57,56,47,1,1
PDV-02919,Centro-Oeste,GO,Goiânia,bar premium,C,9.7,4.8,-50.5,18.7,625.0,5,CHP|FRZ|KVI,59,44,47,5,0
PDV-00651,Sudeste,SP,São Paulo,gastrobar,A,185.7,162.3,-12.6,21.0,2253.0,7,BAL|CHP|FRZ|KVI|LUM|MES,49,42,8,1,0
PDV-01579,Sudeste,RJ,Rio de Janeiro,bar premium,C,16.4,10.0,-39.0,6.1,795.0,4,FRZ,72,47,47,3,1
PDV-00984,Sudeste,SP,Campinas,gastrobar,C,13.0,10.1,-22.3,19.3,459.0,2,MES,47,32,47,2,0
PDV-02692,Sul,RS,Pelotas,pub,A,48.3,31.1,-35.6,22.7,2394.0,5,FRZ|KVI|LUM|MES,70,46,9,4,0
PDV-01510,Sudeste,SP,São José dos Campos,restaurante,B,39.3,33.2,-15.5,29.0,1162.0,3,BAL|CHP|KVI|MES,62,53,47,2,1
PDV-03214,Centro-Oeste,MS,Campo Grande,pub,B,21.7,12.6,-41.9,19.6,1515.0,3,KVI|MES,50,37,30,4,0
PDV-01573,Sudeste,SP,Ribeirão Preto,gastrobar,C,11.6,7.0,-39.7,11.0,625.0,3,KVI,83,69,47,3,0
PDV-00774,Sudeste,RJ,Niterói,bar premium,B,85.5,77.3,-9.6,22.0,1035.0,3,CHP|FRZ,56,47,47,0,0
PDV-01520,Sudeste,RJ,Petrópolis,rooftop,A,100.2,89.1,-11.1,27.7,2344.0,8,BAL|CHP|FRZ|LUM|MES,75,57,47,2,0
PDV-03811,Nordeste,PE,Caruaru,restaurante,C,6.7,6.1,-9.0,21.1,718.0,4,CHP|MES,75,61,47,2,0
PDV-03326,Centro-Oeste,MT,Cuiabá,restaurante,B,41.2,29.4,-28.6,29.4,1279.0,3,BAL|CHP|MES,80,75,47,2,0
PDV-00929,Sudeste,RJ,Rio de Janeiro,restaurante,A,79.9,71.0,-11.1,29.0,2619.0,6,CHP|KVI|LUM|MES,68,52,47,0,1
PDV-00388,Sudeste,SP,Campinas,gastrobar,C,13.9,6.8,-51.1,10.6,773.0,5,FRZ|LUM|MES,78,67,47,5,0
PDV-00176,Sudeste,SP,São José dos Campos,gastrobar,B,24.1,16.0,-33.6,23.6,1181.0,4,CHP|FRZ|KVI,68,48,43,3,0
PDV-01238,Sudeste,SP,São Paulo,restaurante,C,19.7,18.0,-8.6,24.3,724.0,2,FRZ|LUM|MES,74,57,47,2,1
PDV-03038,Centro-Oeste,DF,Brasília,pub,A,122.1,106.3,-12.9,28.4,2858.0,5,CHP|FRZ|KVI|MES,61,62,6,1,0
PDV-00057,Sudeste,SP,Campinas,bar premium,A,113.5,54.8,-51.7,22.9,2243.0,5,BAL|CHP|KVI|LUM,56,51,47,5,1
PDV-01154,Sudeste,RJ,Niterói,rooftop,A,82.1,74.7,-9.0,40.3,2111.0,8,BAL|CHP|KVI|LUM|MES,62,52,47,1,0
PDV-02051,Sul,SC,Joinville,choperia,A,84.9,77.3,-9.0,24.7,2200.0,7,BAL|LUM|MES,58,35,47,1,1
PDV-00608,Sudeste,MG,Uberlândia,gastrobar,C,10.1,8.7,-13.9,13.6,755.0,3,BAL|CHP,64,59,47,2,1
PDV-01858,Sudeste,SP,Campinas,restaurante,C,13.8,12.3,-10.9,13.3,729.0,4,CHP|MES,67,51,47,0,1
PDV-03385,Centro-Oeste,MT,Cuiabá,pub,B,16.6,15.1,-9.0,17.9,1153.0,4,CHP|FRZ|KVI|LUM,68,55,47,2,0
PDV-01294,Sudeste,SP,São Paulo,bar premium,B,40.2,40.0,-0.5,27.3,992.0,3,BAL|MES,90,79,22,0,1
PDV-00219,Sudeste,SP,São Paulo,pub,C,8.7,5.2,-40.2,9.2,837.0,4,FRZ,44,32,47,3,1
PDV-01918,Sudeste,SP,São José dos Campos,gastrobar,A,79.6,51.1,-35.8,31.4,2649.0,4,CHP|FRZ|LUM|MES,58,37,47,3,0
PDV-03183,Centro-Oeste,GO,Anápolis,choperia,C,7.6,7.3,-3.9,27.9,615.0,3,LUM,54,41,47,1,0
PDV-03218,Centro-Oeste,MS,Campo Grande,gastrobar,A,75.0,62.8,-16.3,21.9,2626.0,5,BAL|FRZ|KVI|LUM|MES,86,74,30,1,1
PDV-02323,Sul,SC,Joinville,bar premium,B,16.7,15.4,-7.8,25.3,1405.0,3,BAL|CHP|KVI|LUM,64,52,47,1,0
PDV-03388,Centro-Oeste,MT,Cuiabá,restaurante,C,11.0,6.6,-40.0,18.8,766.0,3,CHP|LUM|MES,69,61,47,3,1
PDV-02528,Sul,RS,Porto Alegre,bar premium,A,67.3,63.5,-5.6,43.1,2389.0,7,BAL|CHP|FRZ|KVI|LUM|MES,81,68,47,1,1
PDV-01999,Sudeste,SP,Ribeirão Preto,bar premium,B,54.7,37.4,-31.6,21.5,1130.0,3,BAL|CHP|KVI|MES,41,20,10,4,0
PDV-02547,Sul,RS,Caxias do Sul,pub,C,18.2,13.4,-26.4,10.0,738.0,4,FRZ|MES,61,55,41,3,0
PDV-01849,Sudeste,MG,Juiz de Fora,bar premium,C,30.7,29.5,-3.9,15.0,716.0,3,BAL|KVI|LUM,74,51,47,2,0
PDV-01429,Sudeste,MG,Belo Horizonte,pub,B,33.7,23.7,-29.7,23.7,965.0,4,FRZ|KVI,55,31,47,3,0
PDV-01561,Sudeste,RJ,Niterói,pub,B,35.9,36.2,0.8,24.4,1284.0,4,CHP|KVI|LUM|MES,63,63,47,1,1
PDV-02418,Sul,RS,Pelotas,gastrobar,A,90.6,88.2,-2.6,23.5,1945.0,7,BAL|CHP|KVI,77,67,8,1,0
PDV-01527,Sudeste,SP,Santos,pub,C,8.6,6.1,-29.1,18.6,667.0,4,CHP|MES,71,54,47,3,0
PDV-03779,Nordeste,CE,Juazeiro do Norte,bar premium,C,13.0,15.4,18.5,10.6,667.0,2,BAL|KVI,66,62,47,0,1
PDV-03768,Nordeste,PE,Recife,bar premium,C,13.9,15.4,10.8,7.6,675.0,1,CHP,82,76,42,0,0
PDV-01159,Sudeste,SP,Ribeirão Preto,bar premium,B,30.1,20.8,-30.9,20.2,1131.0,4,BAL|KVI,67,54,21,3,0
PDV-03074,Centro-Oeste,MS,Campo Grande,pub,A,254.3,233.6,-8.1,35.1,2516.0,5,BAL|CHP|FRZ|KVI|LUM|MES,49,29,47,1,1
PDV-03405,Nordeste,BA,Salvador,restaurante,C,12.1,14.8,22.3,14.2,636.0,1,KVI,54,48,47,0,1
PDV-03523,Nordeste,CE,Fortaleza,gastrobar,A,66.7,74.0,10.9,23.5,2158.0,8,KVI|LUM|MES,53,48,47,0,1
PDV-02933,Centro-Oeste,MS,Campo Grande,bar premium,A,171.0,106.4,-37.8,24.1,2308.0,6,BAL|FRZ|KVI|LUM|MES,60,54,47,2,1
PDV-02701,Sul,RS,Pelotas,gastrobar,C,18.1,18.1,0.0,11.7,742.0,3,BAL|CHP|LUM,57,46,24,1,1
PDV-00604,Sudeste,MG,Uberlândia,gastrobar,A,83.7,60.8,-27.4,28.1,2718.0,5,CHP|FRZ|KVI,39,24,47,3,1
PDV-00025,Sudeste,RJ,Rio de Janeiro,gastrobar,B,38.8,29.9,-22.9,24.1,1145.0,4,BAL|CHP|FRZ|LUM,73,49,47,3,0
PDV-00521,Sudeste,SP,São Paulo,gastrobar,A,146.3,126.0,-13.9,29.2,2482.0,5,BAL|CHP|FRZ|KVI|LUM|MES,65,64,47,1,1
PDV-00542,Sudeste,RJ,Petrópolis,bar premium,A,273.7,190.4,-30.4,33.8,2296.0,6,CHP|KVI|LUM,90,81,47,2,1
PDV-00453,Sudeste,SP,Santos,restaurante,C,10.7,10.9,1.9,11.0,607.0,2,CHP|KVI|LUM,54,53,47,1,0
PDV-01100,Sudeste,SP,São José dos Campos,gastrobar,B,25.2,22.4,-11.1,12.2,1414.0,4,BAL|CHP|LUM|MES,62,42,20,2,1
